Timestamp,Bar,Open,High,Low,Close,PNL,CandleType
2025-12-08 01:18:00,35,25736.75,25743.25,25736.50,25741.00,4.25,good
2025-12-08 01:18:30,36,25740.00,25742.75,25737.75,25739.00,-1.00,bad
2025-12-08 01:19:00,37,25739.00,25739.00,25734.00,25737.50,-1.50,bad
2025-12-08 01:19:30,38,25737.50,25737.50,25733.25,25733.75,-3.75,bad
2025-12-08 01:20:00,39,25733.25,25737.50,25730.50,25736.25,3.00,good
2025-12-08 01:20:30,40,25736.75,25742.75,25736.75,25741.25,4.50,good
2025-12-08 01:21:00,41,25740.50,25742.50,25736.25,25742.50,2.00,good
2025-12-08 01:21:30,42,25741.50,25751.50,25741.00,25750.50,9.00,good
2025-12-08 01:22:00,43,25751.00,25754.75,25748.75,25752.00,1.00,good
2025-12-08 01:22:30,44,25751.50,25752.50,25746.50,25750.75,-0.75,bad
2025-12-08 01:23:00,45,25751.50,25752.00,25745.25,25746.00,-5.50,bad
2025-12-08 01:23:30,46,25745.50,25747.50,25743.75,25743.75,-1.75,bad
2025-12-08 01:24:00,47,25744.50,25750.75,25744.50,25750.50,6.00,good
2025-12-08 01:24:30,48,25749.75,25754.75,25748.75,25753.00,3.25,good
2025-12-08 01:25:00,49,25752.50,25754.50,25747.75,25748.50,-4.00,bad
2025-12-08 01:25:30,50,25749.25,25752.25,25747.75,25748.50,-0.75,bad
2025-12-08 01:26:00,51,25748.50,25748.75,25745.75,25746.25,-2.25,bad
2025-12-08 01:26:30,52,25745.50,25746.50,25734.25,25740.75,-4.75,bad
2025-12-08 01:27:00,53,25741.00,25742.00,25738.25,25738.25,-2.75,bad
2025-12-08 01:27:30,54,25738.00,25741.00,25736.75,25738.00,0.00,good and bad
2025-12-08 01:28:00,55,25738.00,25740.50,25736.50,25740.50,2.50,good
2025-12-08 01:28:30,56,25740.75,25745.00,25738.50,25742.75,2.00,good
2025-12-08 01:29:00,57,25743.25,25745.75,25743.25,25745.25,2.00,good
2025-12-08 01:29:30,58,25745.75,25748.50,25744.75,25746.50,0.75,good
2025-12-08 01:30:00,59,25747.25,25747.25,25745.75,25746.75,-0.50,bad
2025-12-08 01:30:30,60,25746.50,25751.25,25745.75,25748.50,2.00,good
2025-12-08 01:31:00,61,25748.00,25748.75,25743.75,25748.00,0.00,good and bad
2025-12-08 01:31:30,62,25747.75,25752.50,25745.50,25748.75,1.00,good
2025-12-08 01:32:00,63,25748.75,25751.25,25746.00,25746.25,-2.50,bad
2025-12-08 01:32:30,64,25746.25,25748.75,25744.50,25748.25,2.00,good
2025-12-08 01:33:00,65,25748.50,25750.50,25747.25,25748.25,-0.25,bad
2025-12-08 01:33:30,66,25748.25,25750.50,25745.75,25749.25,1.00,good
2025-12-08 01:34:00,67,25749.00,25750.75,25746.75,25750.25,1.25,good
2025-12-08 01:34:30,68,25749.75,25752.00,25748.50,25750.00,0.25,good
2025-12-08 01:35:00,69,25750.00,25752.50,25748.00,25749.25,-0.75,bad
2025-12-08 01:35:30,70,25750.25,25756.50,25749.75,25754.75,4.50,good
2025-12-08 01:36:00,71,25755.00,25756.50,25751.50,25751.50,-3.50,bad
2025-12-08 01:36:30,72,25752.25,25755.50,25750.50,25754.75,2.50,good
2025-12-08 01:37:00,73,25754.75,25755.50,25752.75,25754.00,-0.75,bad
2025-12-08 01:37:30,74,25754.00,25754.75,25752.00,25752.75,-1.25,bad
2025-12-08 01:38:00,75,25752.75,25754.25,25751.00,25751.50,-1.25,bad
2025-12-08 01:38:30,76,25751.50,25752.50,25747.25,25747.50,-4.00,bad
2025-12-08 01:39:00,77,25747.50,25750.75,25746.00,25750.25,2.75,good
2025-12-08 01:39:30,78,25750.75,25750.75,25748.00,25749.00,-1.75,bad
2025-12-08 01:40:00,79,25749.25,25749.50,25748.25,25748.75,-0.50,bad
2025-12-08 01:40:30,80,25749.50,25749.50,25747.25,25747.25,-2.25,bad
2025-12-08 01:41:00,81,25748.00,25748.00,25745.00,25746.25,-1.75,bad
2025-12-08 01:41:30,82,25745.75,25747.00,25743.50,25747.00,1.25,good
2025-12-08 01:42:00,83,25746.75,25746.75,25744.00,25744.75,-2.00,bad
2025-12-08 01:42:30,84,25744.25,25746.75,25740.25,25746.50,2.25,good
2025-12-08 01:43:00,85,25746.25,25749.75,25746.25,25748.00,1.75,good
2025-12-08 01:43:30,86,25748.00,25749.25,25746.75,25748.00,0.00,good and bad
2025-12-08 01:44:00,87,25748.50,25749.25,25747.25,25749.00,0.50,good
2025-12-08 01:44:30,88,25748.50,25750.00,25746.75,25748.50,0.00,good and bad
2025-12-08 01:45:00,89,25748.00,25748.75,25746.50,25746.50,-1.50,bad
2025-12-08 01:45:30,90,25746.25,25748.75,25742.75,25744.50,-1.75,bad
2025-12-08 01:46:00,91,25744.25,25744.75,25742.25,25744.75,0.50,good
2025-12-08 01:46:30,92,25745.00,25748.25,25743.75,25748.25,3.25,good
2025-12-08 01:47:00,93,25748.25,25749.50,25747.25,25749.25,1.00,good
2025-12-08 01:47:30,94,25749.25,25751.50,25748.75,25750.25,1.00,good
2025-12-08 01:48:00,95,25750.25,25750.50,25748.50,25749.00,-1.25,bad
2025-12-08 01:48:30,96,25749.25,25751.00,25749.25,25750.25,1.00,good
2025-12-08 01:50:30,97,25747.25,25747.50,25746.75,25747.25,0.00,good and bad
2025-12-08 01:51:00,98,25747.50,25750.75,25747.50,25750.75,3.25,good
2025-12-08 01:51:30,99,25749.25,25750.50,25748.50,25750.25,1.00,good
2025-12-08 01:52:00,100,25750.75,25752.50,25750.25,25751.00,0.25,good
2025-12-08 01:52:30,101,25750.75,25752.50,25747.75,25748.75,-2.00,bad
2025-12-08 01:53:00,102,25749.00,25750.50,25747.50,25749.75,0.75,good
2025-12-08 01:53:30,103,25749.25,25751.25,25749.25,25750.50,1.25,good
2025-12-08 01:58:30,104,25746.25,25746.50,25744.25,25746.50,0.25,good
2025-12-08 01:59:00,105,25746.75,25746.75,25743.75,25743.75,-3.00,bad
2025-12-08 01:59:30,106,25744.50,25745.25,25743.25,25744.50,0.00,good and bad
2025-12-08 02:00:00,107,25744.75,25747.25,25744.75,25745.50,0.75,good
2025-12-08 02:00:30,108,25745.75,25747.00,25735.75,25737.25,-8.50,bad
2025-12-08 02:01:00,109,25736.25,25737.25,25728.00,25730.50,-5.75,bad
2025-12-08 02:01:30,110,25730.25,25730.50,25708.50,25716.00,-14.25,bad
2025-12-08 02:02:00,111,25715.50,25722.00,25714.50,25721.25,5.75,good
2025-12-08 02:06:30,112,25714.50,25716.75,25714.25,25716.00,1.50,good
2025-12-08 02:07:00,113,25716.25,25721.50,25716.00,25719.00,2.75,good
2025-12-08 02:07:30,114,25718.50,25720.00,25711.25,25712.00,-6.50,bad
2025-12-08 02:08:00,115,25711.50,25714.75,25711.25,25714.50,3.00,good
2025-12-08 02:08:30,116,25714.50,25716.25,25708.75,25714.75,0.25,good
2025-12-08 02:09:00,117,25715.25,25716.50,25711.50,25711.50,-3.75,bad
2025-12-08 02:12:30,118,25706.50,25706.50,25705.25,25706.00,-0.50,bad
2025-12-08 02:13:00,119,25705.25,25709.25,25705.25,25706.50,1.25,good
2025-12-08 02:13:30,120,25706.75,25712.25,25705.00,25712.00,5.25,good
2025-12-08 02:14:00,121,25711.25,25712.50,25708.50,25711.50,0.25,good
2025-12-08 02:14:30,122,25710.50,25716.00,25708.50,25715.00,4.50,good
2025-12-08 02:15:00,123,25715.25,25716.00,25711.00,25711.75,-3.50,bad
2025-12-08 02:15:30,124,25712.50,25719.75,25711.75,25715.00,2.50,good
2025-12-08 02:21:00,125,25716.75,25720.50,25716.75,25718.75,2.00,good
2025-12-08 02:21:30,126,25719.25,25720.25,25717.00,25719.25,0.00,good and bad
2025-12-08 02:22:00,127,25719.00,25720.75,25717.00,25717.25,-1.75,bad
2025-12-08 02:22:30,128,25718.00,25720.25,25717.75,25717.75,-0.25,bad
2025-12-08 02:23:00,129,25718.00,25719.00,25717.00,25718.25,0.25,good
2025-12-08 02:23:30,130,25719.50,25725.25,25717.00,25724.75,5.25,good
2025-12-08 02:24:00,131,25725.25,25734.50,25723.75,25734.50,9.25,good
2025-12-08 02:24:30,132,25734.25,25735.50,25729.25,25731.75,-2.50,bad
