timestamp,bar,open,high,low,close,candleType,volume,fastEma,fastEmaGradDeg,trendUpSignal,trendDownSignal,goodCount,badCount,netPnl,barPattern,currentPosition,entryBar,entryPrice,unrealizedPnL,allowLongThisBar,allowShortThisBar,gradientFilterLong,gradientFilterShort,gradientValue,gradientLongThreshold,gradientShortThreshold,pendingLongFromBad,pendingShortFromGood,actionTaken,blockReason,opportunityType
2025-12-12 01:30:00.000,14,25925.5000,25926.5000,25916.0000,25918.0000,bad,813,25924.7761,-63.26,False,True,2,3,-4.00,GBG2B,Long,15,25925.5000,-15.00,False,True,True,False,-63.26,10.00,-10.00,False,False,ENTERED_LONG,,TAKEN
2025-12-12 01:32:00.000,15,25918.2500,25936.5000,25917.2500,25931.0000,good,1205,25926.8507,-33.29,False,True,2,3,4.25,BG2BG,Short,15,25930.0000,-2.00,True,False,True,False,-33.29,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:34:00.000,16,25930.0000,25931.7500,25925.0000,25926.7500,bad,397,25926.8172,45.58,False,True,2,3,1.75,G2BGB,Short,15,25930.0000,6.50,False,True,False,True,45.58,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:36:00.000,17,25928.0000,25933.2500,25927.2500,25930.5000,good,382,25928.0448,30.84,False,True,2,3,1.25,2BGBG,Short,15,25930.0000,-1.00,True,False,False,True,30.84,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:38:00.000,18,25930.0000,25932.2500,25925.7500,25928.7500,bad,423,25928.2798,36.18,False,True,2,3,3.25,BGBGB,Short,15,25930.0000,2.50,False,True,False,True,36.18,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:40:00.000,19,25928.2500,25929.5000,25919.2500,25927.2500,bad,675,25927.9366,-3.10,False,True,2,3,9.75,GBG2B,Short,15,25930.0000,5.50,False,True,True,True,-3.10,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:42:00.000,20,25928.2500,25930.7500,25925.5000,25927.0000,bad,439,25927.6244,-18.15,False,True,1,4,-4.25,BG3B,Short,15,25930.0000,6.00,False,True,True,False,-18.15,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:44:00.000,21,25927.7500,25929.2500,25923.0000,25928.2500,good,287,25927.8329,-2.97,False,True,2,3,-0.50,G3BG,Short,15,25930.0000,3.50,True,False,True,True,-2.97,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:46:00.000,22,25928.5000,25935.5000,25927.5000,25933.7500,good,828,25929.8053,47.48,False,True,2,3,2.25,3B2G,Short,15,25930.0000,-7.50,True,False,False,True,47.48,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:48:00.000,23,25933.7500,25941.2500,25933.7500,25940.5000,good,1051,25933.3702,70.14,True,False,3,2,10.25,2B3G,Flat,24,,0.00,True,False,False,True,70.14,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 01:50:00.000,24,25940.5000,25946.5000,25938.0000,25940.5000,good_and_bad,1005,25935.7468,71.40,True,False,3,2,11.25,B3GB,Flat,25,,0.00,True,True,False,True,71.40,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 01:52:00.000,25,25940.5000,25942.2500,25934.2500,25936.0000,bad,661,25935.8312,50.90,True,False,3,2,8.00,3G2B,Flat,25,,0.00,False,True,False,True,50.90,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 01:54:00.000,26,25935.2500,25936.2500,25927.5000,25929.2500,bad,932,25933.6375,-46.52,False,True,2,3,1.50,2G3B,Flat,27,,0.00,False,True,True,False,-46.52,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 01:56:00.000,27,25929.2500,25938.2500,25927.2500,25934.5000,good,733,25933.9250,-43.62,False,True,2,3,1.50,G3BG,Short,27,25934.0000,-1.00,True,False,True,False,-43.62,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 01:58:00.000,28,25934.0000,25937.0000,25930.7500,25934.0000,good_and_bad,419,25933.9500,8.88,False,True,1,4,-5.25,3BGB,Short,27,25934.0000,0.00,True,True,True,True,8.88,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:00:00.000,29,25933.2500,25938.5000,25922.2500,25924.7500,bad,941,25930.8833,-56.67,False,True,1,4,-13.75,2BG2B,Short,27,25934.0000,18.50,False,True,True,False,-56.67,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:02:00.000,30,25925.2500,25925.2500,25905.2500,25912.7500,bad,2489,25924.8389,-77.62,False,True,1,4,-21.75,BG3B,Flat,31,,0.00,False,True,True,False,-77.62,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 02:04:00.000,31,25914.2500,25929.2500,25913.5000,25918.0000,good,1398,25922.5593,-76.49,False,True,2,3,-12.00,G3BG,Short,31,25918.2500,0.50,True,False,True,False,-76.49,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:06:00.000,32,25918.2500,25918.5000,25907.2500,25913.2500,bad,1133,25919.4562,-69.62,False,True,1,4,-22.25,3BGB,Flat,33,,0.00,False,True,True,False,-69.62,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 02:08:00.000,33,25914.2500,25920.7500,25912.7500,25916.7500,good,645,25918.5541,-63.46,False,True,2,3,-19.75,2BGBG,Short,33,25916.0000,-1.50,True,False,True,False,-63.46,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:10:00.000,34,25916.0000,25916.7500,25903.7500,25904.2500,bad,615,25913.7861,-70.57,False,True,2,3,-23.00,BGBGB,Short,33,25916.0000,23.50,False,True,True,False,-70.57,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:12:00.000,35,25904.0000,25910.5000,25894.5000,25902.5000,bad,1897,25910.0241,-76.80,False,True,2,3,-12.00,GBG2B,Short,33,25916.0000,27.00,False,True,True,False,-76.80,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:14:00.000,36,25901.5000,25906.0000,25895.0000,25902.2500,good,1165,25907.4327,-72.53,False,True,2,3,-15.00,BG2BG,Flat,33,,0.00,True,False,True,False,-72.53,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 02:16:00.000,37,25902.7500,25917.0000,25902.7500,25911.0000,good,1395,25908.6218,-35.04,True,False,3,2,-1.75,G2B2G,Flat,33,,0.00,True,False,True,False,-35.04,10.00,-10.00,False,False,SKIPPED_LONG,GradientFilter (-35.04° < 10.00°),LONG_SIGNAL
2025-12-12 02:18:00.000,38,25911.0000,25915.7500,25907.5000,25913.2500,good,880,25910.1645,53.79,True,False,3,2,-2.00,2B3G,Flat,39,,0.00,True,False,False,True,53.79,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 02:20:00.000,39,25913.5000,25920.5000,25911.2500,25918.5000,good,794,25912.9430,65.16,True,False,4,1,14.75,B4G,Long,39,25918.0000,1.00,True,False,False,True,65.16,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 02:22:00.000,40,25918.0000,25929.7500,25918.0000,25924.0000,good,1078,25916.6287,72.81,True,False,5,0,22.25,5G,Long,39,25918.0000,12.00,True,False,False,True,72.81,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 02:24:00.000,41,25924.0000,25927.7500,25921.0000,25921.7500,bad,602,25918.3358,69.65,True,False,4,1,19.25,4GB,Flat,39,,0.00,False,True,False,True,69.65,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 02:26:00.000,42,25922.2500,25922.2500,25909.7500,25911.0000,bad,997,25915.8905,-20.26,True,False,3,2,-0.25,3G2B,Flat,39,,0.00,False,True,True,False,-20.26,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 02:28:00.000,43,25911.2500,25918.2500,25910.0000,25917.0000,good,501,25916.2604,-46.06,True,False,3,2,3.25,2G2BG,Flat,39,,0.00,True,False,True,False,-46.06,10.00,-10.00,True,False,SKIPPED_LONG,GradientFilter (-46.06° < 10.00°),LONG_SIGNAL
2025-12-12 02:30:00.000,44,25916.7500,25924.2500,25916.2500,25924.2500,good,568,25918.9236,56.60,True,False,3,2,5.75,G2B2G,Flat,45,,0.00,True,False,False,True,56.60,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 02:32:00.000,45,25924.2500,25931.5000,25923.0000,25925.5000,good,944,25921.1157,67.61,True,False,3,2,1.00,2B3G,Flat,46,,0.00,True,False,False,True,67.61,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 02:34:00.000,46,25926.0000,25935.0000,25924.0000,25934.5000,good,801,25925.5771,73.27,True,False,4,1,11.75,B4G,Flat,47,,0.00,True,False,False,True,73.27,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 02:36:00.000,47,25934.7500,25939.5000,25926.2500,25927.7500,bad,1157,25926.3014,68.91,True,False,4,1,16.00,4GB,Long,47,25928.2500,-1.00,False,True,False,True,68.91,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 02:38:00.000,48,25928.2500,25931.2500,25923.0000,25929.5000,good,844,25927.3676,41.84,True,False,4,1,11.50,3GBG,Long,47,25928.2500,2.50,True,False,False,True,41.84,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 02:40:00.000,49,25928.7500,25936.5000,25928.7500,25933.5000,good,643,25929.4117,57.26,True,False,4,1,8.75,2GB2G,Long,47,25928.2500,10.50,True,False,False,True,57.26,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 02:42:00.000,50,25933.5000,25937.7500,25928.2500,25930.2500,bad,663,25929.6912,49.28,True,False,3,2,4.25,GB2GB,Flat,47,,0.00,False,True,False,True,49.28,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 02:44:00.000,51,25929.5000,25930.2500,25917.2500,25923.5000,bad,688,25927.6274,-41.74,False,True,2,3,-10.25,B2G2B,Flat,52,,0.00,False,True,True,False,-41.74,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 02:46:00.000,52,25922.7500,25924.7500,25913.0000,25917.7500,bad,867,25924.3350,-69.52,False,True,2,3,-8.25,2G3B,Short,52,25917.2500,-1.00,False,True,True,False,-69.52,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:48:00.000,53,25917.2500,25922.0000,25916.5000,25917.7500,good,541,25922.1400,-69.97,False,True,2,3,-9.00,G3BG,Short,52,25917.2500,-1.00,True,False,True,False,-69.97,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:50:00.000,54,25916.7500,25920.0000,25910.0000,25913.0000,bad,651,25919.0933,-69.12,False,True,1,4,-17.50,3BGB,Flat,55,,0.00,False,True,True,False,-69.12,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 02:52:00.000,55,25914.0000,25924.5000,25912.7500,25917.7500,good,642,25918.6455,-60.22,False,True,2,3,-10.50,2BGBG,Short,55,25917.0000,-1.50,True,False,True,False,-60.22,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:54:00.000,56,25917.0000,25917.7500,25908.2500,25909.0000,bad,702,25915.4304,-61.37,False,True,2,3,-12.50,BGBGB,Short,55,25917.0000,16.00,False,True,True,False,-61.37,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:56:00.000,57,25909.7500,25915.5000,25904.5000,25909.0000,bad,737,25913.2869,-69.53,False,True,2,3,-8.25,GBG2B,Short,55,25917.0000,16.00,False,True,True,False,-69.53,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 02:58:00.000,58,25908.7500,25914.0000,25902.2500,25904.7500,bad,699,25910.4413,-68.16,False,True,1,4,-12.75,BG3B,Short,55,25917.0000,24.50,False,True,True,False,-68.16,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 03:00:00.000,59,25904.5000,25905.2500,25896.2500,25900.7500,bad,1082,25907.2108,-71.78,False,True,1,4,-12.75,G4B,Flat,60,,0.00,False,True,True,False,-71.78,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:02:00.000,60,25901.0000,25914.7500,25899.5000,25912.5000,good,1357,25908.9739,-36.27,False,True,1,4,-5.00,4BG,Short,60,25911.0000,-3.00,True,False,True,False,-36.27,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 03:04:00.000,61,25911.0000,25918.0000,25909.7500,25914.5000,good,683,25910.8159,60.98,False,True,2,3,6.50,3B2G,Short,60,25911.0000,-7.00,True,False,False,True,60.98,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 03:06:00.000,62,25916.0000,25916.2500,25908.5000,25911.2500,bad,477,25910.9606,44.81,False,True,2,3,2.50,2B2GB,Short,60,25911.0000,-0.50,False,True,False,True,44.81,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 03:08:00.000,63,25911.2500,25913.5000,25902.5000,25904.0000,bad,477,25908.6404,-47.41,False,True,2,3,-0.75,B2G2B,Flat,64,,0.00,False,True,True,False,-47.41,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:10:00.000,64,25904.2500,25913.7500,25904.2500,25912.0000,good,463,25909.7603,-30.97,True,False,3,2,10.75,2G2BG,Short,65,25911.5000,-1.00,True,False,True,False,-30.97,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:12:00.000,65,25911.5000,25915.7500,25910.5000,25914.5000,good,395,25911.3402,53.47,True,False,3,2,2.25,G2B2G,Long,65,25915.2500,-1.50,True,False,False,True,53.47,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 03:14:00.000,66,25915.2500,25917.2500,25908.7500,25909.0000,bad,448,25910.5601,21.80,False,True,2,3,-7.50,2B2GB,Flat,65,,0.00,False,True,False,True,21.80,10.00,-10.00,False,False,SKIPPED_SHORT,GradientFilter (21.80° > -10.00°),SHORT_SIGNAL
2025-12-12 03:16:00.000,67,25910.0000,25922.5000,25906.5000,25921.2500,good,790,25914.1234,54.30,True,False,3,2,8.50,B2GBG,Flat,68,,0.00,True,False,False,True,54.30,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:18:00.000,68,25921.2500,25929.2500,25919.7500,25924.7500,good,1213,25917.6656,74.28,True,False,4,1,19.25,2GB2G,Long,68,25924.2500,1.00,True,False,False,True,74.28,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 03:20:00.000,69,25924.2500,25929.2500,25922.7500,25928.7500,good,456,25921.3604,74.55,True,False,4,1,16.00,GB3G,Long,68,25924.2500,9.00,True,False,False,True,74.55,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 03:22:00.000,70,25927.0000,25929.0000,25920.2500,25924.5000,bad,459,25922.4069,67.13,True,False,3,2,10.50,B3GB,Long,68,25924.2500,0.50,False,True,False,True,67.13,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 03:24:00.000,71,25924.7500,25927.7500,25923.2500,25927.5000,good,251,25924.1046,53.92,True,False,4,1,19.50,3GBG,Long,68,25924.2500,6.50,True,False,False,True,53.92,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 03:26:00.000,72,25927.2500,25931.0000,25925.5000,25930.0000,good,498,25926.0698,61.36,True,False,4,1,11.00,2GB2G,Long,68,25924.2500,11.50,True,False,False,True,61.36,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 03:28:00.000,73,25929.7500,25931.2500,25925.7500,25929.0000,bad,444,25927.0465,55.79,True,False,3,2,6.75,GB2GB,Long,68,25924.2500,9.50,False,True,False,True,55.79,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 03:30:00.000,74,25928.5000,25932.5000,25926.7500,25932.0000,good,449,25928.6977,52.73,True,False,3,2,5.75,B2GBG,Flat,75,,0.00,True,False,False,True,52.73,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:32:00.000,75,25931.5000,25932.5000,25922.0000,25926.5000,bad,554,25927.9651,24.67,True,False,3,2,3.25,2GBGB,Flat,75,,0.00,False,True,False,True,24.67,10.00,-10.00,True,False,SKIPPED_LONG,AvoidLongsOnBadCandle,LONG_SIGNAL
2025-12-12 03:34:00.000,76,25927.5000,25928.7500,25922.0000,25927.5000,good_and_bad,348,25927.8101,-23.93,False,True,2,3,0.50,GBG2B,Flat,77,,0.00,True,True,True,False,-23.93,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:36:00.000,77,25927.0000,25929.7500,25922.0000,25926.0000,bad,356,25927.2067,-20.77,False,True,1,4,-3.25,BG3B,Short,77,25925.7500,-0.50,False,True,True,False,-20.77,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 03:38:00.000,78,25925.7500,25929.2500,25923.0000,25927.2500,good,346,25927.2211,-16.41,False,True,2,3,-1.00,G3BG,Short,77,25925.7500,-3.00,True,False,True,False,-16.41,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 03:40:00.000,79,25927.0000,25929.2500,25924.2500,25926.5000,bad,227,25926.9808,-6.45,False,True,1,4,-5.00,3BGB,Flat,77,,0.00,False,True,True,True,-6.45,10.00,-10.00,False,False,SKIPPED_SHORT,GradientFilter (-6.45° > -10.00°),SHORT_SIGNAL
2025-12-12 03:42:00.000,80,25927.5000,25930.0000,25926.0000,25927.0000,bad,311,25926.9872,-6.67,False,True,1,4,-0.50,2BG2B,Flat,77,,0.00,False,True,True,True,-6.67,10.00,-10.00,False,False,SKIPPED_SHORT,GradientFilter (-6.67° > -10.00°),SHORT_SIGNAL
2025-12-12 03:44:00.000,81,25926.5000,25929.0000,25924.2500,25925.0000,bad,235,25926.3248,-18.16,False,True,1,4,-2.00,BG3B,Flat,82,,0.00,False,True,True,False,-18.16,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:46:00.000,82,25925.0000,25927.5000,25920.2500,25923.2500,bad,613,25925.2999,-40.15,False,True,1,4,-2.75,G4B,Flat,83,,0.00,False,True,True,False,-40.15,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:48:00.000,83,25923.2500,25924.2500,25917.2500,25921.7500,bad,435,25924.1166,-47.83,False,True,0,5,-5.75,5B,Flat,84,,0.00,False,True,True,False,-47.83,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:50:00.000,84,25921.5000,25922.5000,25917.0000,25919.2500,bad,402,25922.4944,-54.52,False,True,0,5,-7.50,5B,Flat,85,,0.00,False,True,True,False,-54.52,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:52:00.000,85,25919.0000,25922.2500,25914.2500,25916.7500,bad,512,25920.5796,-60.51,False,True,0,5,-9.25,5B,Flat,86,,0.00,False,True,True,False,-60.51,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 03:54:00.000,86,25916.7500,25922.0000,25915.7500,25921.5000,good,287,25920.8864,-38.80,False,True,1,4,-3.00,4BG,Short,86,25922.2500,1.50,True,False,True,False,-38.80,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 03:56:00.000,87,25922.2500,25924.0000,25920.5000,25921.2500,bad,368,25921.0076,12.08,False,True,1,4,-2.25,3BGB,Short,86,25922.2500,2.00,False,True,False,True,12.08,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Short,BLOCKED
2025-12-12 03:58:00.000,88,25922.7500,25926.0000,25921.0000,25924.5000,good,333,25922.1717,32.73,False,True,2,3,1.00,2BGBG,Flat,86,,0.00,True,False,False,True,32.73,10.00,-10.00,False,True,SKIPPED_SHORT,AvoidShortsOnGoodCandle,SHORT_SIGNAL
2025-12-12 04:00:00.000,89,25925.0000,25934.7500,25923.5000,25931.2500,good,753,25925.1978,64.48,True,False,3,2,9.50,BGB2G,Flat,90,,0.00,True,False,False,True,64.48,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 04:02:00.000,90,25931.5000,25936.0000,25928.7500,25932.7500,good,685,25927.7152,70.16,True,False,4,1,13.00,GB3G,Long,90,25931.7500,2.00,True,False,False,True,70.16,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 04:04:00.000,91,25931.7500,25933.2500,25928.2500,25929.7500,bad,366,25928.3935,57.96,True,False,3,2,6.25,B3GB,Long,90,25931.7500,-4.00,False,True,False,True,57.96,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 04:06:00.000,92,25930.5000,25935.2500,25928.7500,25933.7500,good,384,25930.1790,50.93,True,False,4,1,10.50,3GBG,Long,90,25931.7500,4.00,True,False,False,True,50.93,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 04:08:00.000,93,25933.0000,25938.0000,25931.7500,25935.7500,good,479,25932.0360,61.23,True,False,4,1,11.50,2GB2G,Long,90,25931.7500,8.00,True,False,False,True,61.23,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
2025-12-12 04:10:00.000,94,25936.2500,25951.0000,25935.5000,25948.5000,good,1717,25937.5240,74.77,True,False,4,1,17.50,GB3G,Flat,95,,0.00,True,False,False,True,74.77,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 04:12:00.000,95,25948.2500,25954.7500,25943.0000,25953.5000,good,1057,25942.8493,79.52,True,False,4,1,21.50,B4G,Flat,96,,0.00,True,False,False,True,79.52,10.00,-10.00,False,False,ENTERED_SHORT,,TAKEN
2025-12-12 04:14:00.000,96,25952.7500,25956.5000,25948.5000,25952.0000,bad,869,25945.8996,76.57,True,False,4,1,22.75,4GB,Long,96,25952.0000,0.00,False,True,False,True,76.57,10.00,-10.00,False,False,ALREADY_IN_POSITION,Already Long,BLOCKED
